abbreviation,region name,brain area,5MEO1 count,5MEO2 count,5MEO3 count,5MEO4 count,5MEO5 count,5MEO6 count,5MEO7 count,5MEO8 count,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
PRNr,Pontine reticular nucleus,MidHindMedulla,5606,2733,12248,3210,2141,3151,6496,3660,1562,12465,4330,3265,5549,4640,3787,3318,2615,4328,7281,5122,1261,2240,2952,1764,628,1853,1915,1203,1430,1215,1785,1084,799,1251,1465,3402,1954,4619,2195,3717,4534,6317,2403,4022,3546,4383,5920,4673,1029,1718,1792,4417,542,1175,937,635,4992,1151,1870,335,1834,2826,860,4780
NI,Nucleus incertus,MidHindMedulla,1216,698,717,380,1037,21,19,535,2,394,255,670,351,284,655,458,262,634,993,853,464,239,688,279,437,315,255,295,260,718,908,376,304,599,381,1085,721,1526,1195,2662,1280,1450,1061,825,1160,1413,1370,1162,395,218,137,692,13,72,64,101,1067,126,293,61,157,151,58,372
AMB,Nucleus ambiguus,MidHindMedulla,62,67,130,58,91,52,82,85,43,31,32,35,37,47,125,39,44,161,47,80,34,58,29,27,20,93,8,6,12,7,32,20,29,57,33,124,19,63,19,158,40,38,30,39,58,26,31,62,10,29,20,74,11,51,21,13,113,38,56,2,49,22,9,65
LC,Locus ceruleus,MidHindMedulla,263,252,156,145,384,39,1,191,2,73,315,319,157,223,228,302,95,130,354,262,77,252,116,62,51,113,86,136,82,53,215,110,24,128,114,171,260,385,257,467,380,349,246,372,256,306,303,346,236,39,88,278,96,43,80,29,126,50,18,1,68,12,40,71
CS,Superior central nucleus raphe,MidHindMedulla,2241,1641,3967,1742,1159,375,684,1713,485,3031,896,1434,2409,2257,1041,841,578,1871,1832,1902,762,760,1213,617,154,694,1079,409,468,592,885,550,290,400,395,1018,1096,2550,1130,3223,3719,4055,2285,2740,3012,3540,3691,2537,712,541,344,1588,75,200,294,150,2018,350,1261,99,436,1705,544,1001
I5,Intertrigeminal nucleus,MidHindMedulla,39,11,48,7,7,180,15,17,9,205,2,19,28,10,22,37,14,70,44,18,8,49,7,18,3,20,4,4,14,9,5,2,14,5,5,43,27,17,8,10,14,26,4,21,8,0,8,23,17,33,3,25,5,45,19,32,64,13,12,1,40,12,3,34
CU,Cuneate nucleus,MidHindMedulla,819,1473,2374,892,265,0,656,801,51,349,1307,1486,1385,106,55,38,139,251,296,188,676,508,55,157,58,63,34,332,268,30,153,59,186,67,295,314,263,119,105,109,77,298,223,197,148,205,219,457,55,116,332,305,35,166,75,166,125,37,371,14,104,409,169,261
DMX,Dorsal motor nucleus of the vagus nerve,MidHindMedulla,1607,2368,1040,513,1513,3,98,323,140,179,53,598,829,650,1351,28,345,1020,1357,757,917,841,788,57,500,1171,33,85,84,394,830,966,3687,5266,2631,5890,1317,1250,1663,4802,1677,1701,1940,1224,1547,1558,1563,892,1644,170,400,1991,772,1469,2809,4173,617,114,33,101,817,151,197,461
MDRNv,Medullary reticular nucleus ventral part,MidHindMedulla,217,1127,6702,1626,642,100,736,536,556,240,169,625,920,241,172,1950,362,1192,762,1113,3037,645,149,1623,286,794,7,96,212,249,188,134,195,271,637,2212,77,887,166,884,479,871,789,792,790,207,1077,842,103,563,136,1640,37,820,489,462,373,876,68,110,1238,473,304,1493
ICB,Infracerebellar nucleus,MidHindMedulla,15,18,91,38,15,55,4,24,1,102,6,2,16,0,4,6,5,1,3,2,20,3,3,11,0,1,3,0,0,0,13,0,14,0,24,5,8,12,9,9,17,10,1,6,14,9,6,10,0,1,5,1,0,11,8,8,24,0,6,0,0,0,0,0
RO,Nucleus raphe obscurus,MidHindMedulla,35,64,80,37,16,11,32,45,18,14,1,6,30,35,6,29,5,29,24,29,13,56,12,37,15,28,26,14,19,7,18,16,14,38,10,95,7,18,5,69,90,25,35,34,43,16,43,36,46,12,11,23,0,8,8,21,10,10,2,0,40,25,25,71
RPA,Nucleus raphe pallidus,MidHindMedulla,7,122,125,160,122,0,56,7,7,40,5,1,81,0,30,7,0,39,29,96,1,36,6,27,115,70,67,100,108,1,2,36,38,43,14,176,21,118,0,155,30,28,13,14,25,1,126,11,20,5,0,79,0,56,0,19,2,4,58,0,52,37,58,132
RM,Nucleus raphe magnus,MidHindMedulla,152,532,298,294,300,74,124,80,78,186,3,27,27,31,243,168,37,360,412,514,15,136,124,24,100,237,63,151,84,138,106,120,105,38,90,224,55,263,81,377,664,364,283,284,316,285,567,227,168,163,13,376,3,37,32,45,88,68,210,1,58,74,74,258
y,Nucleus y,MidHindMedulla,47,13,90,13,22,19,2,24,7,48,14,4,3,16,8,28,4,21,21,20,4,3,18,6,4,10,6,6,1,19,22,1,10,5,19,38,17,37,26,31,86,62,65,105,81,56,47,48,57,6,8,33,0,8,11,24,15,12,8,0,3,0,6,3
XII,Hypoglossal nucleus,MidHindMedulla,315,701,929,1694,980,0,206,333,1128,144,53,145,157,221,283,1936,184,789,409,261,2362,300,238,675,491,514,42,95,121,145,94,657,1879,3411,2360,4229,41,225,210,1474,217,180,364,330,265,141,179,120,196,348,211,300,443,1151,1231,1052,649,196,25,73,1213,89,178,473
x,Nucleus x,MidHindMedulla,403,620,390,100,342,34,4,211,7,139,41,37,40,89,306,10,60,329,459,379,11,70,260,8,211,58,23,23,37,148,305,106,109,38,105,447,222,255,320,452,252,297,247,362,219,235,460,365,181,119,112,375,3,24,21,112,120,53,73,30,34,37,6,399
SUV,Superior vestibular nucleus,MidHindMedulla,197,90,734,216,164,826,20,246,29,1181,135,59,148,156,113,79,37,143,326,142,109,88,92,51,40,30,214,21,29,90,130,33,43,24,214,219,239,395,134,270,429,285,168,273,189,249,320,386,80,36,116,125,69,21,16,104,383,42,190,73,37,18,40,37
SPIV,Spinal vestibular nucleus,MidHindMedulla,3121,3137,2830,714,2584,1544,40,864,191,1491,977,352,572,545,895,209,382,1370,1175,1296,894,226,669,79,551,756,95,66,64,429,804,374,1418,623,2031,3682,1269,2114,2020,2969,1027,1026,840,989,731,1380,1332,988,448,326,689,1118,214,296,283,657,2486,139,2034,232,516,246,230,722
MV,Medial vestibular nucleus,MidHindMedulla,3269,2279,5097,2498,2378,5715,142,3010,219,5327,1696,1438,3673,1595,1839,1384,385,748,2276,1097,1641,2042,1178,517,350,709,1770,551,662,463,1212,484,1170,1204,2131,2198,2608,3053,1709,2762,2867,2314,2813,1912,1687,2823,2854,2631,930,467,1433,1737,1164,403,505,1493,2524,282,2500,227,584,362,430,879
LAV,Lateral vestibular nucleus,MidHindMedulla,298,251,603,263,186,687,31,163,78,817,77,50,130,93,112,113,44,131,152,98,81,117,121,57,104,44,150,34,16,56,77,55,128,71,190,214,64,207,95,414,206,191,112,120,105,179,211,160,58,50,189,103,45,27,40,206,475,59,274,38,52,15,9,95
PPY,Parapyramidal nucleus,MidHindMedulla,18,384,107,65,268,107,64,27,18,177,1,8,60,1,103,36,38,104,370,125,6,43,39,3,84,182,23,94,7,3,6,9,57,90,38,90,19,172,48,286,96,166,47,105,62,44,221,44,139,19,1,262,19,29,37,16,41,39,14,3,12,52,49,255
PRP,Nucleus prepositus,MidHindMedulla,639,567,349,364,214,754,20,352,44,546,153,237,532,258,364,70,49,305,632,301,205,385,524,46,59,256,210,50,254,66,535,128,442,766,233,909,480,819,431,1319,1067,951,767,273,625,946,1089,1296,142,235,108,374,302,112,142,216,553,38,315,96,141,40,58,74
NR,Nucleus of Roller,MidHindMedulla,61,29,52,108,0,0,8,20,93,10,3,10,15,2,11,161,11,148,49,61,252,30,13,125,4,55,2,3,18,37,28,16,5,38,0,48,15,34,11,18,59,105,146,56,28,16,19,61,23,20,27,49,5,19,16,16,11,26,2,4,77,6,3,68
PGRNl,Paragigantocellular reticular nucleus lateral part,MidHindMedulla,662,2771,2296,872,2449,480,1495,776,373,837,150,425,624,420,1282,664,410,1481,1783,999,266,645,288,398,617,1252,326,278,386,166,199,94,1246,595,1004,2583,615,1327,531,2480,1324,1110,747,1299,1007,875,1881,1133,343,531,57,1636,224,983,782,764,2380,648,238,4,931,2175,922,2172
PGRNd,Paragigantocellular reticular nucleus dorsal part,MidHindMedulla,423,621,614,449,341,163,0,275,60,536,152,109,246,162,341,73,34,296,630,215,86,233,509,261,95,126,99,31,62,79,241,237,67,67,19,271,138,324,117,601,593,481,431,264,285,530,869,521,180,258,150,366,67,99,72,134,481,215,176,102,65,3,95,230
PAS,Parasolitary nucleus,MidHindMedulla,220,222,67,25,30,0,39,101,2,35,198,134,87,76,6,2,21,99,70,35,590,54,54,6,33,21,9,5,9,8,70,16,57,33,190,114,66,37,39,25,21,67,35,25,29,46,27,70,16,12,121,122,5,11,27,43,25,3,8,4,12,6,18,68
PARN,Parvicellular reticular nucleus,MidHindMedulla,4646,3640,4462,1294,5369,2290,1983,1786,1110,3311,1501,1347,2458,1934,6052,2983,1217,4894,3568,3672,1296,2521,2215,2545,1089,1987,306,554,1194,1006,894,1987,1289,1499,1789,7935,2255,5574,2477,6148,1993,2107,1609,2767,1452,1165,1390,1377,1499,1603,2087,7353,481,2681,1175,2419,4353,1790,2220,392,3514,3689,504,7262
MDRNd,Medullary reticular nucleus dorsal part,MidHindMedulla,1538,1899,10121,2350,1645,12,3078,835,527,332,367,1187,1867,607,919,1450,1040,1682,1920,1485,5307,1840,537,881,455,853,72,653,547,552,639,1195,628,637,1056,3544,823,2068,1187,1867,872,1509,1094,1893,1481,1145,921,1422,790,1524,999,3452,96,697,611,1688,1426,1185,283,384,2224,854,273,2676
MDRN,Medullary reticular nucleus,MidHindMedulla,1755,3026,16823,3976,2287,112,3814,1371,1083,572,536,1812,2787,848,1091,3400,1402,2874,2682,2598,8344,2485,686,2504,741,1647,79,749,759,801,827,1329,823,909,1694,5756,900,2955,1353,2751,1351,2380,1883,2685,2271,1352,1998,2264,893,2087,1135,5092,134,1517,1100,2149,1799,2061,351,494,3462,1327,578,4169
MARN,Magnocellular reticular nucleus,MidHindMedulla,812,1957,2007,935,1225,203,801,840,89,504,27,284,585,194,564,211,301,1200,1498,1331,106,988,299,222,499,740,731,547,673,273,277,316,285,176,347,680,188,497,238,916,2177,1820,909,1247,1370,985,1936,1037,502,871,93,828,3,144,190,216,929,269,49,11,166,181,200,1035
LRN,Lateral reticular nucleus,MidHindMedulla,120,1790,3522,987,1086,288,815,634,268,327,111,391,522,216,296,1443,159,1138,660,810,196,250,87,347,689,662,63,254,276,50,165,29,438,71,609,1656,93,1127,183,942,880,1378,476,994,585,570,1725,1454,37,450,66,662,61,611,299,366,1401,298,11,40,621,897,679,1318
LIN,Linear nucleus of the medulla,MidHindMedulla,158,137,95,31,219,106,51,45,65,42,70,49,43,111,186,151,35,274,160,152,10,109,109,58,15,76,2,8,20,80,33,78,24,19,5,190,35,176,50,296,74,61,55,161,90,36,73,66,42,51,112,220,5,91,27,27,185,62,125,13,89,135,15,273
ISN,Inferior salivatory nucleus,MidHindMedulla,12,2,22,1,20,0,0,7,1,16,7,2,18,9,15,9,2,17,9,3,6,13,11,23,5,7,2,4,7,1,5,6,0,5,5,38,19,24,23,30,6,4,5,12,5,4,7,4,11,5,9,29,0,13,5,19,7,2,6,2,28,3,0,25
IRN,Intermediate reticular nucleus,MidHindMedulla,4515,4009,8115,2835,6109,2285,1600,2078,1860,2915,1455,2536,2814,3238,3962,6341,1251,6604,5274,4161,3499,2971,2433,3620,1516,3403,424,835,1426,1819,1410,2160,1779,2022,1827,7873,1357,5625,1783,7987,2625,2974,2796,5494,2941,1634,2568,2200,2056,2869,2005,7240,430,4205,2008,2665,5553,2725,2775,650,5652,3278,992,10033
IO,Inferior olivary complex,MidHindMedulla,84,1533,2156,970,409,134,708,390,40,124,14,117,248,5,16,273,33,110,23,121,88,170,3,248,40,151,128,570,232,1,24,6,114,95,152,485,34,219,18,249,110,271,122,17,51,77,39,49,6,224,8,78,5,294,91,96,56,84,25,4,163,203,166,338
GRN,Gigantocellular reticular nucleus,MidHindMedulla,4364,5326,5462,2453,3118,1786,1394,1964,679,3135,1509,1126,2550,2702,2457,1264,590,4300,4002,3273,1243,2128,2257,2467,1220,1980,877,1065,1242,1308,1480,2064,1408,1860,1185,2707,733,2643,1006,3590,4266,3392,3461,3695,2719,3133,5502,3841,1472,1682,1337,3994,123,1137,622,1340,4524,1551,1346,556,1680,1422,848,3788
PC5,Parvicellular motor 5 nucleus,MidHindMedulla,39,71,84,78,26,88,123,32,25,121,41,81,44,30,50,79,27,121,104,93,54,29,32,34,51,44,34,29,44,54,42,11,43,67,62,143,9,49,84,60,40,92,28,57,16,24,61,42,30,48,44,69,29,93,16,45,113,16,9,1,34,71,46,267
P5,Peritrigeminal zone,MidHindMedulla,256,88,910,272,160,269,283,305,75,1430,195,239,418,264,412,182,174,591,252,355,199,166,306,285,105,187,87,51,113,72,82,91,162,86,48,209,225,498,198,525,191,292,92,290,237,62,147,195,176,207,180,566,91,278,107,75,637,148,230,22,166,144,83,393
V,Motor nucleus of trigeminal,MidHindMedulla,199,87,477,178,83,697,293,173,61,1485,204,270,222,134,390,167,136,776,354,451,267,292,385,291,89,328,106,48,121,108,106,180,119,62,57,352,174,518,143,488,315,378,106,405,355,106,219,223,216,224,253,679,75,190,43,117,960,92,225,22,190,111,22,310
MA3,Medial accesory oculomotor nucleus,MidHindMedulla,27,41,265,46,41,59,364,49,4,253,33,37,93,106,36,29,42,56,22,41,52,49,26,11,25,43,154,7,45,12,51,8,24,24,38,29,67,64,23,80,18,39,21,21,19,37,37,70,20,89,48,114,8,13,11,8,232,110,104,46,3,0,15,12
III,Oculomotor nucleus,MidHindMedulla,13,64,371,18,29,119,486,190,230,317,20,24,565,181,29,49,76,34,102,84,39,49,17,20,10,8,102,2,14,27,110,13,14,5,19,81,27,45,28,197,77,123,104,114,30,177,284,234,20,70,8,41,5,11,5,5,215,48,50,118,12,9,3,3
RN,Red nucleus,MidHindMedulla,1481,2020,5236,1920,1352,1361,8761,1026,545,8696,937,1420,3715,3601,878,2218,595,1458,2565,1858,1385,1057,1181,1578,462,825,495,170,1124,1606,1297,1070,271,143,233,761,1219,3416,1325,2170,3113,3198,1988,2486,2287,3124,4607,3721,536,1315,1025,1699,128,283,192,134,3344,1083,933,870,369,535,154,283
CUN,Cuneiform nucleus,MidHindMedulla,5754,4191,7879,2971,3454,3652,601,5710,312,3980,3337,1269,4228,2095,1519,1090,1830,2536,3188,3048,2970,3607,2265,1946,806,2195,2726,1059,1850,1088,1784,1356,2127,3311,1803,3844,1856,2698,1841,2455,3181,3675,1714,2538,2527,3249,2674,3352,2227,2034,1634,3133,2473,1509,1068,1033,3685,1357,2565,821,2937,700,1078,2706
PPT,Posterior pretectal nucleus,MidHindMedulla,1504,1035,1989,267,1077,1104,2607,1212,1478,682,629,327,2018,899,1135,1557,992,1661,1915,1516,842,1363,1203,515,699,1045,1139,979,969,1659,1615,1284,747,1941,414,3511,891,2991,1651,3591,2329,2441,1549,2314,1982,2037,2361,2655,1085,608,796,1644,1431,764,224,374,2158,2437,1007,530,1103,86,129,676
OP,Olivary pretectal nucleus,MidHindMedulla,451,535,688,96,410,297,441,229,665,319,71,143,680,403,425,494,300,500,581,358,153,421,412,64,202,318,322,289,300,465,451,295,147,390,119,599,616,878,591,1176,722,856,591,797,644,795,820,1032,383,81,264,498,310,409,72,200,697,294,206,176,218,37,43,184
Acs5,Accessory trigeminal nucleus,MidHindMedulla,24,7,17,21,12,8,0,13,4,41,22,10,21,9,10,16,7,33,9,13,17,10,7,19,6,14,5,0,7,6,6,3,5,0,5,5,9,36,17,16,7,15,5,32,18,1,15,16,11,13,16,32,0,24,5,8,70,4,31,0,6,9,0,12
NOT,Nucleus of the optic tract,MidHindMedulla,2455,1581,3889,631,1488,860,1286,1328,1758,1130,558,803,2921,1549,1214,2471,907,2634,2812,1789,613,1487,1434,369,683,1431,1823,1219,1339,1833,1490,1362,728,961,404,2436,1743,2631,1674,4523,2215,2723,1948,3076,3172,2557,2507,3178,1453,1038,975,1716,1631,435,435,670,2221,2038,993,379,780,111,218,372
MPT,Medial pretectal area,MidHindMedulla,422,354,659,63,384,89,342,83,642,219,89,115,892,285,317,929,191,499,377,497,67,191,490,104,282,376,304,410,291,582,247,384,167,347,100,571,440,687,377,837,610,629,586,680,499,554,732,650,276,47,245,479,606,272,99,160,733,338,176,16,203,95,108,163
APN,Anterior pretectal nucleus,MidHindMedulla,4836,5877,7830,1080,3881,3344,7740,3162,3982,12716,1909,1161,6082,3792,2485,3254,3506,6728,8603,3521,3242,6739,2922,1710,1758,2362,3376,1998,2703,5025,4555,2961,913,1532,752,3316,4465,10580,4417,9099,8944,10046,5073,8593,7417,7935,8778,11111,2263,1793,1314,2981,2577,1642,368,473,5403,5866,2203,1468,1336,144,442,940
PAG,Periaqueductal gray,MidHindMedulla,55164,59905,58530,24929,36597,24248,38319,32500,15808,34607,25665,15462,50527,38328,26582,31932,31112,43818,59343,52364,27109,30925,39430,17493,24517,24141,19951,17496,26120,29932,34878,22585,51437,66184,32550,96479,30559,56807,41736,87264,45998,53407,36226,40287,40062,51062,50930,51111,32323,28406,17834,59673,38431,29366,19374,23139,53534,34513,32887,18623,49206,21034,23304,52334
EW,Edinger-Westphal nucleus,MidHindMedulla,308,340,953,139,794,86,302,244,56,310,244,102,112,118,349,685,162,553,564,598,14,154,521,54,232,329,173,169,491,492,323,491,2003,400,1598,2926,244,166,329,632,370,343,683,403,458,534,417,563,509,266,465,359,262,219,393,59,418,205,605,391,531,384,249,258
SCm,Superior colliculus motor related,MidHindMedulla,60552,65799,72644,29134,40571,33344,59065,34289,36407,24705,22950,10847,71222,50433,35712,34290,31976,34849,51144,48674,28661,28875,34405,16652,24966,23031,23468,15549,23536,31192,38525,28289,36713,74034,22103,89338,30652,54869,41236,93520,49462,60981,49582,55492,41030,66624,57822,65845,27143,37440,23008,54944,35133,35742,15994,19481,67487,42494,38964,27849,37524,20600,10743,34845
RR,Midbrain reticular nucleus retrorubral area,MidHindMedulla,1279,993,1810,479,796,272,1363,1051,79,1028,355,397,689,353,548,1351,314,406,1120,707,370,448,427,274,268,369,644,303,312,353,514,537,423,157,566,1332,467,567,451,711,670,706,479,721,629,495,746,691,345,285,323,898,401,729,246,150,799,231,336,203,599,707,270,759
PN,Paranigral nucleus,MidHindMedulla,27,32,370,0,6,15,195,32,6,171,4,22,26,1,33,26,5,33,79,65,35,48,24,11,16,7,59,21,26,16,22,26,24,19,57,62,42,18,64,61,88,150,115,81,102,100,108,178,9,30,1,6,32,59,29,0,98,7,0,1,34,83,6,120
VTA,Ventral tegmental area,MidHindMedulla,1777,2317,4569,598,1426,984,4703,1488,107,4401,569,1252,917,934,980,1701,801,1032,1472,1097,1116,1933,658,640,411,689,697,310,600,767,862,634,885,285,1013,932,839,1475,972,1830,1322,1362,999,1005,1410,1180,1685,1440,405,646,578,1093,804,1255,1116,470,1683,260,632,579,694,1379,190,1441
SNr,Substantia nigra reticular part,MidHindMedulla,1532,1941,7163,243,1583,3340,6970,2283,252,12513,276,586,838,384,623,955,1480,633,916,824,845,3450,628,534,227,265,939,416,334,384,428,575,542,490,266,504,642,1143,619,881,1772,1911,924,1525,1256,1336,2171,2015,242,469,320,752,331,582,523,507,1152,470,291,412,252,464,74,1001
SCO,Subcommissural organ,MidHindMedulla,30,93,34,30,66,7,198,5,60,123,9,13,100,33,59,48,36,41,26,45,87,7,20,12,27,12,57,18,14,21,36,6,10,48,10,57,76,23,33,104,29,33,44,36,15,56,56,116,13,3,32,51,13,3,0,24,81,11,67,19,15,15,12,6
MEV,Midbrain trigeminal nucleus,MidHindMedulla,139,56,49,40,90,67,5,69,0,42,166,95,61,75,98,69,39,84,126,91,63,98,63,62,21,63,39,23,33,38,53,44,43,52,57,190,79,129,86,166,122,84,76,113,79,84,80,69,67,23,54,160,43,29,48,27,91,49,66,16,52,34,3,46
PBG,Parabigeminal nucleus,MidHindMedulla,9,29,209,34,34,129,79,73,35,350,11,17,141,2,41,51,89,20,26,11,32,17,12,6,2,4,12,2,3,0,14,1,52,114,43,200,11,8,12,3,25,17,13,53,12,25,13,22,12,32,9,11,109,93,11,67,70,125,16,9,40,37,37,261
SAG,Nucleus sagulum,MidHindMedulla,422,423,741,167,175,305,1542,381,31,802,104,129,126,124,124,251,158,120,235,194,159,79,58,27,22,79,138,33,64,12,90,31,500,67,48,114,200,300,155,101,330,430,228,304,345,385,167,327,149,108,53,96,83,283,11,53,194,202,74,58,65,40,83,642
NB,Nucleus of the brachium of the inferior colliculus,MidHindMedulla,1182,959,1399,530,975,756,330,1566,402,609,504,186,140,1058,626,510,541,539,646,956,388,768,278,105,120,478,690,377,459,241,359,528,309,190,561,328,417,386,423,613,776,783,533,625,423,519,280,587,417,559,399,777,422,152,438,446,732,497,540,241,280,120,80,535
IC,Inferior colliculus,MidHindMedulla,35052,43403,73258,24364,43134,39158,23561,48423,18171,11248,22436,16546,53441,16691,31813,24482,25688,14873,37919,42068,17019,39126,24288,15644,14265,25184,17763,21601,27369,10735,19795,19991,50328,70932,29077,85894,32736,40592,51448,75974,48295,52848,42439,53122,30781,40638,33164,47746,28840,37337,14522,50403,34001,30519,20779,44139,43433,30093,24691,12011,34771,11523,9283,59282
SCs,Superior colliculus sensory related,MidHindMedulla,23185,19959,35414,10724,15556,11774,6613,14436,18922,8403,11292,4818,46810,35913,23283,28643,23764,18560,19717,27600,9086,17419,12409,9816,13353,16527,15118,8489,14176,15749,13909,14224,20376,59876,11556,49943,22628,30651,29899,54052,26656,37891,27815,39936,32010,36379,34452,37298,13237,34142,14999,24293,16159,21158,8197,24853,50753,24800,20262,18382,24655,7069,4448,30676
MRN,Midbrain reticular nucleus,MidHindMedulla,31515,27962,46351,12489,21356,18671,56499,20031,9983,48273,11171,8699,26631,18362,12779,20243,12813,18565,29397,22651,13157,15208,15083,8616,6917,9729,10469,3816,11020,12583,15109,12190,13054,10214,10828,28749,15038,31891,18375,29571,21512,27172,16308,21736,16882,22419,26672,26818,11762,11823,12635,23526,9062,7695,4956,5396,31780,13989,14048,8311,16008,13047,5640,15805
IV,Trochlear nucleus,MidHindMedulla,42,95,138,20,41,8,48,20,0,59,9,10,68,15,29,29,2,40,45,48,11,35,38,8,13,7,24,5,7,23,48,19,119,19,10,86,14,51,23,126,42,70,38,51,16,83,84,63,9,33,0,27,27,29,3,8,45,15,25,0,65,12,18,74
NPC,Nucleus of the posterior commissure,MidHindMedulla,2860,2082,4468,586,2469,1809,5627,2265,2325,2508,1031,612,3367,1561,1463,2562,1652,2213,3086,2291,2782,2421,2334,670,1212,1370,1174,1435,1255,2174,2417,1550,1708,3654,1437,4462,2662,3760,2510,5686,3707,4265,2712,3005,2864,3578,3397,3615,1252,679,1224,2590,2328,1407,585,657,3297,2862,1444,1461,2347,329,544,1475
VTN,Ventral tegmental nucleus,MidHindMedulla,102,48,316,24,37,14,7,105,31,266,54,81,64,94,82,10,76,216,139,212,163,15,53,27,5,30,13,17,84,47,66,32,5,10,24,24,35,280,85,165,205,223,98,148,153,120,138,119,65,69,17,191,0,24,3,3,164,40,75,0,18,0,0,28
TRN,Tegmental reticular nucleus,MidHindMedulla,1612,1105,7049,1365,810,1212,1393,1189,224,2313,3261,2592,5844,2305,4352,3918,1536,5648,4794,6842,753,2280,3743,1158,706,2862,1312,2069,2512,1515,1607,582,2326,2055,2065,4063,493,2988,2266,3861,4125,5578,2345,3686,2766,2691,5931,2819,498,633,516,4416,168,2902,529,379,3291,364,1029,169,1336,5837,949,8396
SUT,Supratrigeminal nucleus,MidHindMedulla,724,421,1939,350,303,532,181,840,143,1642,246,690,532,289,865,913,422,1027,993,598,140,558,481,277,78,354,464,257,249,149,395,173,371,652,561,1575,789,797,571,1382,450,679,380,559,625,247,450,303,475,561,294,1254,411,515,168,254,801,212,143,15,553,246,384,866
SG,Supragenual nucleus,MidHindMedulla,158,97,54,163,94,3,2,63,0,45,11,90,46,55,150,41,6,19,195,151,40,108,105,11,48,2,95,25,28,54,175,37,19,10,14,29,107,280,89,297,454,436,314,99,236,378,289,322,5,5,1,58,3,0,8,27,81,16,30,0,6,9,12,25
Pa4,Paratrochlear nucleus,MidHindMedulla,68,113,214,21,49,7,115,39,14,128,15,14,91,42,25,13,20,49,37,35,17,13,41,17,3,6,7,0,12,20,18,5,29,5,5,86,12,52,18,89,104,100,48,90,70,120,140,113,13,40,2,35,3,8,0,0,91,38,59,4,46,18,0,22
PG,Pontine gray,MidHindMedulla,680,2462,17175,1265,2973,676,5662,2139,2927,5099,1462,5101,6870,676,5875,2234,1224,8295,5848,10116,2782,3430,3385,4045,2560,4402,1380,4983,4285,3237,1647,1061,6189,12369,8715,16708,1386,2465,2220,5244,3614,6555,3115,3189,3698,3043,6198,2764,766,3321,384,9342,2214,6376,1647,2270,10382,2273,1531,536,5271,14540,2799,22619
PCG,Pontine central gray,MidHindMedulla,3423,2344,3976,1546,2419,565,61,1765,46,1752,1926,1376,1601,2787,1393,1071,916,1803,3632,3094,1638,1357,2008,939,836,755,1428,864,1852,978,2673,1156,1432,2050,1651,3416,1717,4364,2980,5523,3718,4468,3215,3031,3378,4120,3339,3651,1971,702,845,3192,1071,854,870,1145,2464,842,1459,239,885,703,559,2193
PDTg,Posterodorsal tegmental nucleus,MidHindMedulla,254,138,348,63,201,7,0,71,4,151,419,59,145,366,64,47,16,65,109,93,249,33,61,72,25,3,45,11,30,53,61,26,29,224,43,186,70,250,116,189,307,305,227,135,258,279,228,289,37,49,123,81,43,8,3,35,186,72,178,15,22,22,28,65
DTN,Dorsal tegmental nucleus,MidHindMedulla,253,155,503,228,129,162,10,379,0,288,101,20,433,190,30,34,74,175,280,255,119,141,86,95,29,39,195,44,252,68,346,33,100,176,238,205,77,341,27,399,909,1132,659,672,531,962,355,1214,28,117,113,166,61,35,19,120,366,85,98,36,135,71,71,157
B,Barrington's nucleus,MidHindMedulla,360,306,339,33,393,16,8,68,7,32,101,167,57,126,252,250,107,168,353,254,98,82,184,66,63,150,38,139,78,111,189,215,285,385,171,742,167,261,254,489,222,374,258,317,326,347,311,357,194,68,39,251,128,91,275,75,110,80,17,0,215,129,114,319
SOC,Superior olivary complex,MidHindMedulla,148,822,599,701,669,1036,327,297,387,1325,642,417,732,166,592,732,500,824,444,1092,313,541,153,446,393,1048,319,1163,775,31,37,38,847,566,1032,2298,111,544,248,409,505,993,396,633,424,519,565,483,44,214,170,1000,363,1028,483,494,382,245,298,114,682,1327,1069,1997
PB,Parabrachial nucleus,MidHindMedulla,8119,5527,11310,3189,4919,6536,339,7340,1023,5277,5196,4695,4397,4256,5676,6249,3374,6393,8499,6271,1406,7380,5363,2813,1290,4357,4115,2736,2985,1929,5267,3409,5404,7174,5985,13711,5737,8063,5669,12101,6246,7240,3987,7052,5680,4173,5751,6622,5241,2121,4416,9447,4758,4512,2870,2806,6005,2244,1825,337,6291,2568,1794,6608
